crime_id,date,category,description,latitude,longitude,location_description,arrest,domestic,district,ward,arrest_probability,risk_score,risk_level
CR-2024-000514,2024-07-31 17:06:57,THEFT,GRAND THEFT,41.88730276959096,-87.64514188847798,COMMERCIAL BUILDING,False,False,D-11,W-35,0.08192305969365485,0.4284,MEDIUM
CR-2025-005459,2025-03-10 04:40:07,BURGLARY,RESIDENTIAL,41.753308506346734,-87.63614216370232,STREET,False,False,D-08,W-36,0.14942810174618792,0.567,HIGH
CR-2025-003461,2024-09-26 19:24:55,THEFT,FROM BUILDING,41.78970881785501,-87.64692954751807,PARK,False,False,D-12,W-37,0.11408818175339742,0.4134,MEDIUM
CR-2025-004574,2025-12-07 11:17:57,MOTOR VEHICLE THEFT,MOTORCYCLE,41.938080380213016,-87.6469625387482,PARKING LOT,False,False,D-02,W-12,0.1562046309238015,0.5625,HIGH
CR-2025-004199,2024-10-15 16:01:02,BATTERY,DOMESTIC BATTERY,41.88824535571513,-87.63036530681114,SIDEWALK,True,True,D-05,W-24,0.7498608871461546,0.2501,MEDIUM
CR-2024-002506,2024-05-29 20:56:26,NARCOTICS,SALE/MANUFACTURE,41.878231754823474,-87.63336524975442,APARTMENT,True,False,D-06,W-27,0.678021200506189,0.2147,LOW
CR-2025-000878,2024-05-22 02:11:41,BATTERY,DOMESTIC BATTERY,41.77546378713431,-87.60517813631994,PARK,True,False,D-03,W-48,0.7373868662147423,0.2626,MEDIUM
CR-2024-001639,2024-05-23 16:14:15,THEFT,RETAIL THEFT,41.879293967935645,-87.62148913343326,PARKING LOT,False,False,D-11,W-14,0.11048882162732165,0.4151,MEDIUM
CR-2025-004286,2024-11-19 09:52:45,NARCOTICS,POSSESSION OF COCAINE,41.956607665535735,-87.63100666439733,PARKING LOT,True,False,D-06,W-25,0.7189586930622817,0.1874,LOW
CR-2023-005352,2024-05-17 00:33:21,THEFT,RETAIL THEFT,41.96016314528872,-87.66942951001532,APARTMENT,True,False,D-11,W-40,0.10605967702228741,0.4172,MEDIUM
CR-2025-000953,2025-05-26 13:20:55,NARCOTICS,POSSESSION OF COCAINE,41.91698247695863,-87.6778353493782,SIDEWALK,True,False,D-08,W-46,0.7637046414490493,0.1575,LOW
CR-2024-000631,2023-11-25 11:59:09,THEFT,PETTY THEFT,41.95917511984893,-87.67371347186159,PARKING LOT,False,False,D-09,W-38,0.1697367534745505,0.3875,MEDIUM
CR-2023-004938,2025-04-02 21:09:02,NARCOTICS,POSSESSION OF HEROIN,41.90654184914382,-87.65021252467452,COMMERCIAL BUILDING,True,False,D-03,W-05,0.6898796597321387,0.2067,LOW
CR-2023-003648,2024-02-17 00:20:18,ROBBERY,ARMED ROBBERY,41.9319077598047,-87.67647600296495,COMMERCIAL BUILDING,True,False,D-13,W-01,0.20704239510729117,0.793,CRITICAL
CR-2024-000574,2024-07-29 12:50:49,BURGLARY,RESIDENTIAL,41.81876262658062,-87.65017403370797,PARK,False,False,D-10,W-48,0.11389698136918794,0.5907,HIGH
CR-2025-005378,2023-04-16 13:53:30,MOTOR VEHICLE THEFT,AUTOMOBILE,41.87798939355249,-87.72909039634237,PARK,True,False,D-06,W-41,0.19893336269164577,0.534,HIGH
CR-2023-000189,2025-12-06 13:09:09,BATTERY,SIMPLE BATTERY,41.99219605866436,-87.6714659657071,ALLEY,False,False,D-15,W-23,0.7083946348578594,0.2916,MEDIUM
CR-2025-005873,2025-10-31 21:31:35,CRIMINAL DAMAGE,TO VEHICLE,41.88438367417059,-87.67530984043218,STREET,True,False,D-04,W-33,0.1771070292843197,0.384,MEDIUM
CR-2025-001274,2024-11-25 18:41:29,BURGLARY,RESIDENTIAL,41.89342074943144,-87.59847335840695,STREET,False,False,D-02,W-47,0.10214589104925628,0.5986,HIGH
CR-2024-002497,2023-07-11 16:28:58,ASSAULT,SIMPLE ASSAULT,41.9352525489201,-87.65627930061717,APARTMENT,False,False,D-05,W-22,0.14297980541946864,0.857,CRITICAL
CR-2024-001243,2024-07-03 20:13:57,MOTOR VEHICLE THEFT,TRUCK,41.94065738700421,-87.65620822435864,ALLEY,False,False,D-08,W-05,0.11629893738878491,0.5891,HIGH
CR-2025-004841,2023-03-18 20:30:18,BURGLARY,RESIDENTIAL,41.89291592773887,-87.64143409542157,ALLEY,False,False,D-09,W-21,0.1166038687694176,0.5889,HIGH
CR-2023-005376,2023-04-28 14:20:52,MOTOR VEHICLE THEFT,MOTORCYCLE,41.72268758663751,-87.65712740817558,COMMERCIAL BUILDING,False,False,D-10,W-19,0.21849674214552114,0.521,HIGH
CR-2023-005598,2024-10-06 10:12:07,NARCOTICS,POSSESSION OF HEROIN,41.849407229699786,-87.60314057847954,STREET,True,True,D-03,W-11,0.8057108867188056,0.1295,LOW
CR-2023-002784,2023-10-03 05:41:28,MOTOR VEHICLE THEFT,TRUCK,41.95386236868588,-87.67526424517023,STREET,True,False,D-12,W-41,0.14971140452375142,0.5669,HIGH
CR-2024-005704,2024-09-25 06:07:32,ROBBERY,ARMED ROBBERY,41.94210797105116,-87.62469628752406,ALLEY,False,False,D-13,W-10,0.13730810214853686,0.8627,CRITICAL
CR-2023-001182,2025-02-08 19:43:11,NARCOTICS,SALE/MANUFACTURE,41.93581473212615,-87.62462544580167,PARKING LOT,True,False,D-08,W-27,0.75073363756908,0.1662,LOW
CR-2024-005911,2024-03-12 21:13:59,THEFT,PETTY THEFT,41.888944954019365,-87.61123392841377,ALLEY,False,False,D-07,W-35,0.1425594302690807,0.4001,MEDIUM
CR-2025-001418,2024-08-28 11:39:44,BATTERY,SIMPLE BATTERY,41.82650341473933,-87.58835102711595,PARK,True,False,D-07,W-22,0.7966478721621567,0.2034,LOW
CR-2024-002875,2025-07-17 01:58:55,ROBBERY,ARMED ROBBERY,41.94749491396071,-87.6799620261003,COMMERCIAL BUILDING,False,True,D-07,W-37,0.15734604179147443,0.8427,CRITICAL
CR-2023-004968,2024-09-04 01:24:15,NARCOTICS,POSSESSION OF COCAINE,41.78670155329317,-87.60754323924546,STREET,True,False,D-09,W-11,0.7291307349478149,0.1806,LOW
CR-2025-003575,2023-02-26 02:43:58,BATTERY,DOMESTIC BATTERY,41.8883985162013,-87.61868389328977,ALLEY,False,True,D-10,W-13,0.7659569157018683,0.234,LOW
CR-2024-004981,2025-12-20 15:23:06,ROBBERY,STRONGARM ROBBERY,41.79611239936404,-87.63486268837865,APARTMENT,False,False,D-01,W-10,0.14908447758212937,0.8509,CRITICAL
CR-2024-004261,2025-12-15 01:53:30,MOTOR VEHICLE THEFT,AUTOMOBILE,41.87067553173664,-87.64503993146752,COMMERCIAL BUILDING,False,False,D-05,W-03,0.15138892056939052,0.5657,HIGH
CR-2023-005514,2023-04-17 20:59:50,NARCOTICS,,41.78802922502621,-87.62287756745718,SIDEWALK,True,False,D-10,W-08,0.6964287058099607,0.2024,LOW
CR-2025-000701,2025-08-31 22:18:09,ASSAULT,,41.97211408309326,-87.6409209337867,COMMERCIAL BUILDING,False,True,D-14,W-14,0.2546182054309004,0.7454,HIGH
CR-2023-003747,2024-06-01 06:14:42,MOTOR VEHICLE THEFT,TRUCK,41.86221182437441,-87.63730391524881,APARTMENT,False,False,D-03,W-38,0.1923069164958297,0.5385,HIGH
CR-2024-003538,2025-01-13 19:59:36,ROBBERY,STRONGARM ROBBERY,41.89011052921319,-87.59890232497395,RESIDENCE,False,False,D-08,W-03,0.1572576433974248,0.8427,CRITICAL
CR-2024-001858,2024-06-24 17:56:28,THEFT,FROM BUILDING,42.013261859391896,-87.60914167498767,ALLEY,False,False,D-15,W-48,0.15793553166655575,0.393,MEDIUM
CR-2025-001619,2025-01-11 13:52:07,MOTOR VEHICLE THEFT,MOTORCYCLE,41.95209420949562,-87.63654168924978,SIDEWALK,False,False,D-04,W-13,0.24136085032626564,0.5058,HIGH
CR-2023-001416,2024-04-09 00:49:22,CRIMINAL DAMAGE,TO VEHICLE,41.81797221921271,-87.63584982704573,ALLEY,False,False,D-08,W-30,0.11264689084727278,0.4141,MEDIUM
CR-2025-002093,2024-08-23 01:50:38,PETTY THEFT,TO PROPERTY,41.99538151573402,-87.66962086872552,APARTMENT,False,False,D-11,W-16,0.18717786334466208,0.3793,MEDIUM
CR-2025-001379,2025-03-02 23:13:07,ASSAULT,SIMPLE ASSAULT,41.86024892397113,-87.71569119796979,COMMERCIAL BUILDING,False,False,D-05,W-50,0.12238447333722932,0.8776,CRITICAL
CR-2024-002608,2023-02-04 00:41:33,ASSAULT,AGGRAVATED ASSAULT,41.88246447095207,-87.63740512988906,RESIDENCE,False,True,D-08,W-03,0.17400427706976707,0.826,CRITICAL
CR-2023-004368,2023-12-04 08:28:51,BURGLARY,RESIDENTIAL,41.88120709155168,-87.63338909720729,PARK,False,False,D-09,W-19,0.12282688612832175,0.5848,HIGH
CR-2023-005073,2023-11-21 11:33:27,CRIMINAL DAMAGE,TO VEHICLE,41.74966711837284,-87.63275369580045,STREET,True,False,D-13,W-43,0.17688592382637588,0.3841,MEDIUM
CR-2025-004913,2024-10-16 02:16:50,MOTOR VEHICLE THEFT,MOTORCYCLE,41.85277948512204,-87.63881121895957,SIDEWALK,False,False,D-10,W-30,0.12421591970221302,0.5839,HIGH
CR-2023-003357,2023-05-27 01:37:03,MOTOR VEHICLE THEFT,AUTOMOBILE,41.72981777130403,-87.6174793783649,APARTMENT,False,False,D-09,W-40,0.23117546696047353,0.5125,HIGH
CR-2023-005331,2024-01-14 22:42:41,BATTERY,,41.89234462247925,-87.65552640020775,APARTMENT,True,True,D-15,W-46,0.8075736426922826,0.1924,LOW
CR-2024-005098,2025-06-21 23:55:16,MOTOR VEHICLE THEFT,TRUCK,41.78571294975574,-87.60323903035909,STREET,False,False,D-08,W-17,0.17181446799280273,0.5521,HIGH
CR-2023-001476,2023-08-14 11:08:44,THEFT,FROM BUILDING,41.88900007767539,-87.69952188791113,STREET,False,False,D-02,W-20,0.18000239948356195,0.3827,MEDIUM
CR-2025-001529,2024-06-12 14:44:06,MOTOR VEHICLE THEFT,MOTORCYCLE,41.7488462618481,-87.6388920177939,STREET,False,False,D-07,W-38,0.24128507589183004,0.5058,HIGH
CR-2025-004346,2025-09-02 12:40:50,THEFT,FROM BUILDING,41.89014664540198,-87.72905205761927,PARK,False,False,D-08,W-23,0.11820382543307255,0.4115,MEDIUM
CR-2023-000294,2023-10-09 05:02:26,THEFT,FROM BUILDING,41.8955460446978,-87.74230950886636,APARTMENT,False,False,D-13,W-14,0.193080229577848,0.3766,MEDIUM
CR-2023-003177,2023-12-21 10:07:54,BATTERY,SIMPLE BATTERY,41.846943202193394,-87.63332910864959,APARTMENT,True,False,D-10,W-43,0.7386065310268283,0.2614,MEDIUM
CR-2025-001808,2025-04-19 11:30:51,BURGLARY,FORCIBLE ENTRY,41.7542549047833,-87.63610387744822,PARKING LOT,False,False,D-07,W-31,0.16679782066078983,0.5555,HIGH
CR-2024-001843,2024-02-04 01:54:18,MOTOR VEHICLE THEFT,AUTOMOBILE,41.99810379833357,-87.65000449378044,COMMERCIAL BUILDING,True,False,D-11,W-46,0.1964615498319584,0.5357,HIGH
CR-2023-001434,2024-03-25 21:55:50,NARCOTICS,POSSESSION OF HEROIN,41.88612226004519,-87.61136529246266,ALLEY,False,False,D-14,W-10,0.7545079328731631,0.1637,LOW
CR-2024-003337,2024-08-19 19:25:31,CRIMINAL DAMAGE,TO PROPERTY,41.89744901102285,-87.71291513934723,ALLEY,False,False,D-05,W-03,0.13036462882185712,0.4058,MEDIUM
CR-2025-005837,2023-09-25 18:15:48,BATTERY,DOMESTIC BATTERY,41.7273619221972,-87.64900438246661,PARK,True,False,D-01,W-36,0.8287241962851241,0.1713,LOW
CR-2023-002022,2025-09-16 02:52:42,BURGLARY,RESIDENTIAL,41.802210871773866,-87.63937750722408,PARK,False,False,D-01,W-19,0.13337357047481066,0.5778,HIGH
CR-2023-001407,2025-09-07 23:39:10,NARCOTICS,POSSESSION OF COCAINE,41.90558835565219,-87.61758772356823,PARK,False,False,D-15,W-12,0.6656182530068148,0.2229,LOW
CR-2024-003892,2025-04-18 08:38:17,NARCOTICS,POSSESSION OF HEROIN,41.88100109550785,-87.6289046217913,PARKING LOT,True,False,D-15,W-35,0.6813148538675553,0.2125,LOW
CR-2025-004025,2024-05-31 20:00:06,BURGLARY,COMMERCIAL,41.75188981676804,-87.65843541263123,COMMERCIAL BUILDING,False,False,D-14,W-48,0.16347643073584012,0.5577,HIGH
CR-2025-005117,2023-03-29 03:27:29,NARCOTICS,POSSESSION OF COCAINE,41.74164381191753,-87.62533964270393,PARKING LOT,True,True,D-07,W-03,0.8333065605404884,0.1111,LOW
CR-2024-003403,2024-06-07 21:05:56,NARCOTICS,POSSESSION OF COCAINE,41.86444513487108,-87.61937252127505,PARK,True,False,D-01,W-28,0.7784740472047698,0.1477,LOW
CR-2025-002912,2025-01-07 04:38:33,THEFT,RETAIL THEFT,41.86985589387483,-87.75704045028816,SIDEWALK,False,False,D-01,W-43,0.2261911189968483,0.3611,MEDIUM
CR-2024-002128,2023-07-05 22:22:46,NARCOTICS,SALE/MANUFACTURE,41.931678756958,-87.62681008357505,APARTMENT,True,False,D-12,W-42,0.5976049710759408,0.2683,MEDIUM
CR-2024-000340,2023-09-05 08:26:10,ROBBERY,ARMED ROBBERY,41.962833441280864,-87.67788103542433,STREET,True,False,D-11,W-40,0.16295369050819677,0.837,CRITICAL
CR-2023-000915,2023-09-11 17:12:15,BATTERY,DOMESTIC BATTERY,41.79660536058142,-87.62316959671841,PARK,True,False,D-06,W-15,0.768891847503224,0.2311,LOW
CR-2024-003619,2023-03-02 20:35:12,ASSAULT,AGGRAVATED ASSAULT,41.8641034088422,-87.64475397439604,PARKING LOT,True,False,D-10,W-14,0.17376323811873298,0.8262,CRITICAL
CR-2024-003994,2024-11-13 08:53:31,ASSAULT,SIMPLE ASSAULT,41.95489516479067,-87.64368864625928,SIDEWALK,False,False,D-05,W-10,0.1426019020873853,0.8574,CRITICAL
CR-2023-001386,2023-11-16 01:12:04,NARCOTICS,POSSESSION OF HEROIN,41.7744806459221,-87.6677154574716,ALLEY,True,False,D-10,W-07,0.7885662671568036,0.141,LOW
CR-2024-002758,2023-10-30 05:54:11,BURGLARY,RESIDENTIAL,41.8896824726606,-87.71562230945993,ALLEY,False,False,D-14,W-31,0.200759210950434,0.5328,HIGH
CR-2025-005192,2024-09-03 00:31:20,CRIMINAL DAMAGE,GRAFFITI,41.873072852918334,-87.63183001350885,COMMERCIAL BUILDING,False,False,D-06,W-20,0.10856217683418484,0.416,MEDIUM
CR-2024-002458,2025-02-12 00:11:31,ROBBERY,STRONGARM ROBBERY,41.80546643226969,-87.63839084164414,ALLEY,False,False,D-11,W-13,0.12367482567812932,0.8763,CRITICAL
CR-2025-003071,2025-02-11 06:16:37,ASSAULT,AGGRAVATED ASSAULT,41.8803017686232,-87.7146001587927,ALLEY,False,False,D-11,W-31,0.17134967135196552,0.8287,CRITICAL
CR-2023-004512,2024-07-09 19:42:00,ASSAULT,SIMPLE ASSAULT,41.87880948114694,-87.61937996313823,PARKING LOT,True,False,D-06,W-43,0.14129407871599692,0.8587,CRITICAL
CR-2024-000118,2024-03-20 01:18:14,ROBBERY,STRONGARM ROBBERY,41.84772286120014,-87.62700318527847,RESIDENCE,False,False,D-07,W-20,0.14182575604444767,0.8582,CRITICAL
CR-2023-001221,2024-11-05 03:37:23,MOTOR VEHICLE THEFT,MOTORCYCLE,41.85871605957342,-87.61945438292132,PARKING LOT,False,False,D-11,W-03,0.12746750741897567,0.5817,HIGH
CR-2025-002711,2023-10-15 04:12:08,BURGLARY,RESIDENTIAL,41.89198962651072,-87.6311661379053,PARK,False,False,D-10,W-35,0.1131412856288919,0.5912,HIGH
CR-2025-003974,2023-08-05 19:28:18,NARCOTICS,SALE/MANUFACTURE,41.892737350059335,-87.62966713444497,PARKING LOT,True,False,D-03,W-43,0.7486630335664688,0.1676,LOW
CR-2025-002861,2023-06-29 09:47:03,MOTOR VEHICLE THEFT,TRUCK,41.866593988169,-87.6388575744624,PARK,False,False,D-05,W-12,0.12029461436410228,0.5865,HIGH
CR-2024-001651,2025-01-18 12:19:15,BATTERY,DOMESTIC BATTERY,41.88134937463107,-87.64518629025461,PARK,True,False,D-01,W-47,0.7573142526981916,0.2427,LOW
CR-2023-003987,2024-04-05 04:43:48,CRIMINAL DAMAGE,TO PROPERTY,41.7808978815935,-87.62097674845187,STREET,False,False,D-02,W-16,0.11926398031363107,0.411,MEDIUM
CR-2023-002928,2025-01-08 04:22:03,ROBBERY,STRONGARM ROBBERY,41.72331064580157,-87.64195172548688,APARTMENT,False,False,D-03,W-42,0.23681578323535643,0.7632,CRITICAL
CR-2023-001047,2024-01-12 18:11:42,ASSAULT,SIMPLE ASSAULT,41.80487779468551,-87.63089410716339,SIDEWALK,False,True,D-01,W-48,0.21067843244076145,0.7893,CRITICAL
CR-2023-001425,2024-12-02 18:21:57,CRIMINAL DAMAGE,GRAFFITI,41.86987596807613,-87.61729999132329,ALLEY,True,False,D-14,W-02,0.16779976302853916,0.3884,MEDIUM
CR-2025-004193,2024-04-19 01:08:33,CRIMINAL DAMAGE,TO PROPERTY,41.98100259929749,-87.64789319465342,RESIDENCE,False,False,D-05,W-22,0.11523611734106635,0.4129,MEDIUM
CR-2024-005812,2025-01-12 20:56:23,ASSAULT,SIMPLE ASSAULT,41.91075980571564,-87.65717466620443,APARTMENT,False,True,D-11,W-30,0.1291210882950337,0.8709,CRITICAL
CR-2023-005106,2024-04-17 02:55:21,NARCOTICS,POSSESSION OF HEROIN,41.961788767430846,-87.65754252887223,PARKING LOT,True,False,D-06,W-41,0.7231119759744065,0.1846,LOW
CR-2023-004074,2023-11-09 22:49:28,CRIMINAL DAMAGE,TO VEHICLE,41.78549388962056,-87.64296998930156,ALLEY,False,False,D-11,W-47,0.07344850397347703,0.4324,MEDIUM
CR-2025-002006,2025-11-25 10:49:10,MOTOR VEHICLE THEFT,MOTORCYCLE,41.86287012373529,-87.72332375982815,PARKING LOT,False,False,D-12,W-02,0.16075875753582713,0.5595,HIGH
CR-2023-003741,2024-03-30 18:30:44,ROBBERY,ARMED ROBBERY,41.86971806271673,-87.6344810789808,SIDEWALK,False,False,D-11,W-49,0.1905322139247205,0.8095,CRITICAL
CR-2024-002188,2023-02-18 22:32:35,BATTERY,AGGRAVATED BATTERY,41.83791013150454,-87.6901427462473,COMMERCIAL BUILDING,True,True,D-14,W-11,0.8303446248065333,0.1697,LOW
CR-2025-001913,2023-11-14 01:05:39,ASSAULT,AGGRAVATED ASSAULT,41.86045739995168,-87.6224865955437,ALLEY,False,False,D-06,W-26,0.1962085512733113,0.8038,CRITICAL
CR-2025-001622,2025-07-05 08:52:03,CRIMINAL DAMAGE,GRAFFITI,41.87550797393906,-87.61822119767746,PARK,False,False,D-05,W-48,0.1170553518496494,0.412,MEDIUM
CR-2023-005340,2024-05-30 04:51:17,ROBBERY,STRONGARM ROBBERY,41.86561285067416,-87.62836974588501,PARK,False,False,D-14,W-19,0.1780881853675178,0.8219,CRITICAL
CR-2025-004994,2024-07-05 00:16:41,BATTERY,DOMESTIC BATTERY,41.92878106545973,-87.67071627261228,PARK,True,False,D-14,W-10,0.7410263048936093,0.259,MEDIUM
CR-2023-005199,2023-02-27 07:47:48,MOTOR VEHICLE THEFT,AUTOMOBILE,41.87402404940196,-87.65784597492933,PARKING LOT,False,False,D-13,W-02,0.1978844914063851,0.5347,HIGH
CR-2025-001148,2024-10-27 05:42:19,ASSAULT,AGGRAVATED ASSAULT,41.88437597331333,-87.60877602110581,PARKING LOT,True,True,D-09,W-21,0.1753482666586378,0.8247,CRITICAL
CR-2025-005693,2024-07-19 03:55:44,THEFT,RETAIL THEFT,41.890864740177605,-87.61844043664338,PARKING LOT,False,False,D-13,W-30,0.10331391342568158,0.4185,MEDIUM
CR-2023-003948,2023-02-09 23:44:14,NARCOTICS,SALE/MANUFACTURE,41.89805648516568,-87.6316088078271,SIDEWALK,False,False,D-04,W-36,0.7734074550294577,0.1511,LOW
CR-2023-001638,2024-04-05 19:14:43,NARCOTICS,SALE/MANUFACTURE,41.89565298063796,-87.62778555254128,PARKING LOT,False,False,D-11,W-38,0.6734702851511921,0.2177,LOW
CR-2024-002878,2023-10-25 15:06:32,CRIMINAL DAMAGE,GRAFFITI,41.79316052933402,-87.63728578428204,ALLEY,False,False,D-15,W-39,0.10052954266446731,0.4198,MEDIUM
CR-2024-004315,2024-05-23 20:33:21,BURGLARY,FORCIBLE ENTRY,41.74570503316301,-87.63621332251705,ALLEY,True,False,D-14,W-24,0.18016231988236847,0.5466,HIGH
CR-2023-000561,2025-05-09 16:57:16,ASSAULT,SIMPLE ASSAULT,41.88768095333044,-87.64694507369096,COMMERCIAL BUILDING,False,False,D-03,W-13,0.13541637438839269,0.8646,CRITICAL
CR-2023-002829,2025-06-20 18:51:22,PETTY THEFT,ARMED ROBBERY,41.81336168388635,-87.64578780517452,SIDEWALK,False,False,D-01,W-24,0.31820352376067057,0.3182,MEDIUM
CR-2025-003887,2023-05-05 23:44:48,BATTERY,SIMPLE BATTERY,41.96471508973304,-87.64325053127435,SIDEWALK,True,False,D-06,W-21,0.7364572857761887,0.2635,MEDIUM
CR-2024-002821,2023-06-07 11:57:34,CRIMINAL DAMAGE,TO VEHICLE,41.83560454564786,-87.60941215758754,PARK,False,False,D-02,W-28,0.18812626681397465,0.3789,MEDIUM
CR-2023-004113,2025-04-22 02:00:15,BURGLARY,,41.76808406209166,-87.57435673458194,SIDEWALK,False,False,D-04,W-08,0.16434148715649466,0.5571,HIGH
CR-2025-003830,2023-08-30 07:01:25,NARCOTICS,POSSESSION OF COCAINE,41.90530088369894,-87.72434319938105,STREET,True,False,D-14,W-32,0.8490004120518637,0.1007,LOW
CR-2025-003776,2023-12-17 01:12:31,NARCOTICS,SALE/MANUFACTURE,41.85521642437909,-87.6471124507717,RESIDENCE,False,False,D-09,W-05,0.7110025711450951,0.1927,LOW
CR-2023-002736,2025-04-15 00:27:22,CRIMINAL DAMAGE,TO VEHICLE,41.87387936834995,-87.73590356070773,APARTMENT,False,False,D-01,W-32,0.17443248958611485,0.3853,MEDIUM
CR-2024-000319,2024-08-25 01:35:03,THEFT,FROM BUILDING,41.85875058650389,-87.64922618158096,SIDEWALK,False,False,D-12,W-38,0.14633628392984963,0.3984,MEDIUM
CR-2025-004778,2025-02-23 20:14:34,MOTOR VEHICLE THEFT,AUTOMOBILE,41.85601468907734,-87.61879074282454,COMMERCIAL BUILDING,False,False,D-10,W-10,0.12181518579432771,0.5855,HIGH
CR-2025-005510,2024-06-09 07:44:55,MOTOR VEHICLE THEFT,AUTOMOBILE,41.89058349674637,-87.75613052116626,ALLEY,False,False,D-15,W-47,0.1344917117471931,0.577,HIGH
CR-2023-000246,2023-05-12 08:05:38,THEFT,RETAIL THEFT,41.881992629537656,-87.74240311562392,COMMERCIAL BUILDING,False,False,D-12,W-39,0.10387885835472654,0.4182,MEDIUM
CR-2023-005235,2025-05-02 02:30:25,BURGLARY,COMMERCIAL,41.885959984333766,-87.62840885401332,STREET,False,False,D-13,W-44,0.11084056029322313,0.5928,HIGH
CR-2023-004131,2024-08-02 23:06:22,NARCOTICS,POSSESSION OF COCAINE,41.9446161963745,-87.65702675716493,APARTMENT,False,False,D-15,W-31,0.6629530177516235,0.2247,LOW
CR-2025-002942,2025-04-14 17:10:22,ROBBERY,,41.74193057190384,-87.58719335239756,ALLEY,False,False,D-06,W-45,0.2034549491066966,0.7965,CRITICAL
CR-2024-003961,2025-05-25 03:00:53,BURGLARY,COMMERCIAL,41.85798182395298,-87.70369434507468,PARK,False,False,D-14,W-47,0.1257782537982708,0.5828,HIGH
CR-2025-002186,2025-10-11 14:20:12,NARCOTICS,POSSESSION OF HEROIN,41.75159696999128,-87.62561654130269,ALLEY,True,False,D-12,W-02,0.7525971034636961,0.1649,LOW
CR-2025-003086,2025-07-19 00:56:18,NARCOTICS,POSSESSION OF COCAINE,41.87237765877765,-87.64960740165108,PARK,False,False,D-10,W-34,0.6632225815972296,0.2245,LOW
CR-2025-003134,2024-12-11 17:08:17,ROBBERY,ARMED ROBBERY,41.803079453060974,-87.61665056544486,PARK,False,False,D-06,W-03,0.15161282270777351,0.8484,CRITICAL
CR-2024-002476,2025-04-25 20:50:39,THEFT,GRAND THEFT,41.88994879583272,-87.61525646461371,STREET,False,False,D-12,W-28,0.15217504598694764,0.3957,MEDIUM
CR-2025-001070,2023-10-18 03:46:35,MOTOR VEHICLE THEFT,AUTOMOBILE,41.88356569514226,-87.72598402136659,SIDEWALK,False,False,D-14,W-43,0.2410148484731175,0.506,HIGH
CR-2024-004300,2024-11-03 21:42:58,MOTOR VEHICLE THEFT,AUTOMOBILE,41.76929545835733,-87.64805333621285,PARK,False,False,D-03,W-20,0.1798196142217941,0.5468,HIGH
CR-2024-003577,2024-09-08 22:41:04,ASSAULT,AGGRAVATED ASSAULT,41.87231760138632,-87.66087065769007,RESIDENCE,False,False,D-12,W-25,0.09005897672568754,0.9099,CRITICAL
CR-2025-004154,2024-06-03 21:27:15,CRIMINAL DAMAGE,GRAFFITI,41.76287087676508,-87.63562662492222,SIDEWALK,False,False,D-10,W-05,0.10736472228122333,0.4166,MEDIUM
CR-2024-005065,2023-01-08 20:59:23,BATTERY,DOMESTIC BATTERY,41.787008642779874,-87.65490822992096,PARK,True,False,D-12,W-18,0.7694431497556857,0.2306,LOW
CR-2025-005399,2024-05-30 05:09:23,BURGLARY,FORCIBLE ENTRY,41.7799927599248,-87.59842980194666,ALLEY,False,False,D-14,W-28,0.21235742918072598,0.5251,HIGH
CR-2025-002873,2024-02-12 00:41:18,ROBBERY,STRONGARM ROBBERY,41.76930313146673,-87.62394298980948,PARK,False,False,D-15,W-19,0.15359822611083981,0.8464,CRITICAL
CR-2023-003087,2023-04-07 19:26:59,ASSAULT,AGGRAVATED ASSAULT,41.88667467734508,-87.7316395405238,RESIDENCE,False,False,D-07,W-11,0.16159786370806248,0.8384,CRITICAL
CR-2025-001931,2023-09-05 17:07:31,MOTOR VEHICLE THEFT,TRUCK,41.94825910029039,-87.65961219157136,SIDEWALK,False,False,D-06,W-40,0.16630484307250878,0.5558,HIGH
CR-2024-004147,2024-07-06 02:53:34,CRIMINAL DAMAGE,TO VEHICLE,41.89133595634685,-87.61438780984972,RESIDENCE,False,False,D-02,W-36,0.11282334063881476,0.414,MEDIUM
CR-2024-000661,2025-08-27 06:50:14,CRIMINAL DAMAGE,TO VEHICLE,41.879331021994936,-87.71814297041112,RESIDENCE,True,False,D-01,W-21,0.12711659212400234,0.4073,MEDIUM
CR-2025-001496,2023-06-07 21:07:46,NARCOTICS,POSSESSION OF HEROIN,41.94984073722568,-87.65954417939803,STREET,True,False,D-11,W-44,0.6612493502352522,0.2258,LOW
CR-2024-005053,2025-06-27 02:33:56,NARCOTICS,SALE/MANUFACTURE,41.88654365990428,-87.63141167322692,RESIDENCE,False,False,D-05,W-02,0.655472782219116,0.2297,LOW
CR-2025-002495,2024-06-25 02:39:02,ASSAULT,AGGRAVATED ASSAULT,41.84660965603372,-87.61955165477818,COMMERCIAL BUILDING,False,True,D-09,W-11,0.13838828841438183,0.8616,CRITICAL
CR-2024-003664,2024-06-24 23:32:14,THEFT,PETTY THEFT,41.920887318224274,-87.66477290915302,COMMERCIAL BUILDING,False,False,D-01,W-50,0.09585427936753735,0.4219,MEDIUM
CR-2024-004924,2023-12-08 21:18:36,ROBBERY,STRONGARM ROBBERY,41.8656772915419,-87.61951515411229,RESIDENCE,False,True,D-03,W-22,0.14029574534623626,0.8597,CRITICAL
