crime_id,date,category,description,latitude,longitude,location_description,arrest,domestic,district,ward
CR-2024-002401,2023-06-12 22:49:37,ASSAULT,AGGRAVATED ASSAULT,41.85716827242868,-87.64041866411011,APARTMENT,False,True,D-07,W-03
CR-2023-002844,2023-05-20 23:12:50,BURGLARY,FORCIBLE ENTRY,41.92303726390049,-87.65866518268975,STREET,False,False,D-07,W-40
CR-2024-004669,2024-06-02 05:00:54,BATTERY,AGGRAVATED BATTERY,41.7797193409389,-87.62846943372915,PARK,True,False,D-14,W-43
CR-2025-001121,2025-02-01 23:42:58,BATTERY,DOMESTIC BATTERY,41.90774660876774,-87.65326362417566,RESIDENCE,False,False,D-09,W-32
CR-2025-004733,2023-08-04 22:07:43,NARCOTICS,POSSESSION OF HEROIN,41.977072672176355,-87.69249326081099,SIDEWALK,True,False,D-13,W-35
CR-2024-005314,2023-01-30 11:10:56,NARCOTICS,SALE/MANUFACTURE,41.96701774765584,-87.61908955043158,PARK,True,False,D-01,W-26
CR-2024-003466,2023-02-06 01:53:14,THEFT,GRAND THEFT,41.881812208214605,-87.6299449663197,RESIDENCE,False,False,D-15,W-26
CR-2025-001739,2024-11-14 20:38:27,ROBBERY,STRONGARM ROBBERY,41.807739758582926,-87.59434126506844,SIDEWALK,False,False,D-03,W-25
CR-2024-003385,2024-09-16 23:16:10,MOTOR VEHICLE THEFT,MOTORCYCLE,,,ALLEY,False,False,D-08,W-41
CR-2025-004664,2024-07-07 18:37:31,PETTY THEFT,DOMESTIC BATTERY,41.88147904583023,-87.62069856774691,COMMERCIAL BUILDING,True,False,D-15,W-36
CR-2025-000791,2024-07-22 07:38:46,MOTOR VEHICLE THEFT,TRUCK,41.92808356362043,-87.65406640300304,RESIDENCE,False,False,D-06,W-07
CR-2025-005438,2024-09-17 14:25:40,BATTERY,DOMESTIC BATTERY,41.88810828408957,-87.61504395934145,PARK,False,False,D-09,W-50
CR-2025-002192,2024-01-02 08:41:07,NARCOTICS,SALE/MANUFACTURE,41.8689879156857,-87.63586542989036,PARKING LOT,True,False,D-09,W-48
CR-2023-004716,2023-10-03 11:19:51,MOTOR VEHICLE THEFT,TRUCK,41.87387232725904,-87.6393531471131,STREET,False,False,D-10,W-30
CR-2024-002119,2023-01-18 22:54:47,ASSAULT,AGGRAVATED ASSAULT,95.0,-87.63097345988588,APARTMENT,False,True,D-09,W-12
CR-2025-003785,2023-03-30 07:53:38,MOTOR VEHICLE THEFT,TRUCK,41.86181378433828,-87.62935305752318,STREET,False,False,D-07,W-02
CR-2024-001282,2025-03-03 05:26:36,ASSAULT,SIMPLE ASSAULT,41.86466980516456,-87.6359215125874,COMMERCIAL BUILDING,True,False,D-15,W-37
CR-2023-003021,2025-05-12 02:45:45,CRIMINAL DAMAGE,TO VEHICLE,41.9111302088699,-87.6351413807293,SIDEWALK,False,False,D-07,W-05
CR-2025-005975,2025-04-13 10:00:57,ROBBERY,ARMED ROBBERY,41.89721095375275,-87.66808810228031,APARTMENT,False,False,D-13,W-50
CR-2024-002620,2025-08-21 22:29:12,ASSAULT,AGGRAVATED ASSAULT,41.87657007925046,-87.6424364894519,RESIDENCE,True,False,D-10,W-11
CR-2025-001466,2024-01-21 18:52:08,ROBBERY,STRONGARM ROBBERY,41.86476138757658,-87.61547049162644,ALLEY,False,False,D-11,W-08
CR-2023-004032,2024-04-30 16:25:52,MOTOR VEHICLE THEFT,AUTOMOBILE,41.75686415736933,-87.62674225501985,SIDEWALK,False,False,D-08,W-44
CR-2024-004831,2025-07-27 02:05:21,ROBBERY,ARMED ROBBERY,41.872925252570646,-87.62639456709417,PARK,False,False,D-07,W-10
CR-2025-005063,2024-06-17 22:46:31,MOTOR VEHICLE THEFT,MOTORCYCLE,41.8891106712587,-87.77590417453786,PARKING LOT,False,False,D-14,W-49
CR-2023-002742,2023-03-09 10:20:26,ASSAULT,SIMPLE ASSAULT,41.837682477801856,-87.71348728444288,RESIDENCE,False,True,D-11,W-18
CR-2025-001766,2024-10-23 06:08:45,THEFT,GRAND THEFT,41.776314219392745,-87.65997631756318,APARTMENT,False,True,D-02,W-16
CR-2024-004783,2025-10-03 11:31:23,THEFT,FROM BUILDING,41.928671190018015,-87.64496349468351,ALLEY,False,False,D-03,W-17
CR-2024-002404,2024-05-24 01:30:56,BURGLARY,COMMERCIAL,41.89950958046434,-87.63609152128988,PARK,False,False,D-11,W-45
CR-2023-003300,2024-09-06 23:15:51,THEFT,PETTY THEFT,41.922610388255805,-87.65413101038588,SIDEWALK,False,True,D-09,W-14
CR-2025-002174,2025-07-30 10:53:41,BATTERY,SIMPLE BATTERY,41.86399401625274,-87.63821141360471,PARK,True,True,D-10,W-33
CR-2023-004296,2025-12-30 18:31:27,ROBBERY,STRONGARM ROBBERY,41.82729652564201,-87.62560360246084,ALLEY,False,False,D-10,W-38
CR-2023-004482,2024-05-02 12:59:14,THEFT,PETTY THEFT,41.96174130945457,-87.68620112814813,RESIDENCE,False,False,D-01,W-40
CR-2024-000472,2025-06-28 01:03:49,NARCOTICS,POSSESSION OF HEROIN,41.91383946592886,-87.74616152579387,PARKING LOT,False,False,D-01,W-27
CR-2023-003621,2025-07-20 01:12:01,NARCOTICS,SALE/MANUFACTURE,41.93132353824991,-87.66816366684054,PARK,False,False,D-14,W-08
CR-2023-003924,2025-12-09 15:53:08,THEFT,FROM BUILDING,41.86888818081595,-87.7327796561374,ALLEY,False,False,D-15,W-41
CR-2025-003629,2024-07-06 04:32:15,ASSAULT,AGGRAVATED ASSAULT,41.7642899755851,-87.5676907521783,PARK,False,True,D-08,W-39
CR-2025-005675,2024-12-07 01:59:21,CRIMINAL DAMAGE,TO VEHICLE,41.745368506819084,-87.61553742108403,PARK,False,False,D-04,W-49
CR-2024-005437,2024-12-27 20:47:18,MOTOR VEHICLE THEFT,TRUCK,41.89938596620036,-87.6590438525909,COMMERCIAL BUILDING,True,False,D-09,W-27
CR-2024-001285,2024-01-24 19:08:25,THEFT,PETTY THEFT,41.8786735699244,-87.65152887121951,ALLEY,False,True,D-11,W-45
CR-2024-005539,2025-11-08 19:59:21,ASSAULT,AGGRAVATED ASSAULT,41.924859367370935,-87.62405290981253,ALLEY,False,False,D-02,W-01
CR-2025-001547,2023-12-07 23:32:30,CRIMINAL DAMAGE,TO PROPERTY,41.86505010670938,-87.70386963123016,COMMERCIAL BUILDING,False,False,D-14,W-32
CR-2025-002102,2024-02-12 02:58:35,THEFT,GRAND THEFT,41.78166338293685,-87.64465788190458,ALLEY,True,False,D-07,W-32
CR-2025-002768,2025-08-03 22:21:20,BURGLARY,RESIDENTIAL,41.92728721020403,-87.66237371519134,APARTMENT,False,False,D-05,W-15
CR-2023-001284,2025-02-01 13:07:15,BURGLARY,FORCIBLE ENTRY,41.89097676674985,-87.63331930854936,SIDEWALK,False,False,D-02,W-21
CR-2024-005407,2025-01-23 13:59:08,ROBBERY,,41.87120387907406,-87.6348863244179,PARKING LOT,False,False,D-13,W-16
CR-2024-001852,2024-01-18 17:02:15,BURGLARY,COMMERCIAL,41.875994374116424,-87.62518580997717,RESIDENCE,False,False,D-01,W-17
CR-2024-003880,2023-04-10 13:09:39,ROBBERY,ARMED ROBBERY,41.897813398635556,-87.61910100623805,SIDEWALK,True,False,D-08,W-32
CR-2023-003528,2024-08-04 04:20:49,THEFT,RETAIL THEFT,41.942992666064775,-87.65584768640807,SIDEWALK,False,False,D-10,W-15
CR-2023-005643,not-a-valid-date-string,BURGLARY,FORCIBLE ENTRY,41.76580739292776,-87.66314489820128,ALLEY,False,False,D-10,W-02
CR-2024-000595,2023-05-13 09:02:13,BURGLARY,FORCIBLE ENTRY,41.87968063259219,-87.64981038242378,PARK,False,False,D-11,W-01
CR-2024-003214,2025-09-24 21:34:11,BURGLARY,RESIDENTIAL,41.81272001337242,-87.64066435178007,ALLEY,False,False,D-12,W-09
CR-2024-003280,2024-03-23 20:35:07,THEFT,GRAND THEFT,41.87355672134302,-87.60960850308228,SIDEWALK,False,False,D-10,W-08
CR-2025-000578,2023-02-13 09:50:54,THEFT,RETAIL THEFT,41.86777774482234,-87.59601346291984,COMMERCIAL BUILDING,True,False,D-09,W-03
CR-2025-005300,2025-10-11 02:22:47,ROBBERY,ARMED ROBBERY,41.97217612482386,-87.66860091836006,SIDEWALK,False,False,D-10,W-37
CR-2023-003789,2023-07-15 12:17:26,BATTERY,AGGRAVATED BATTERY,41.76485174715355,-87.6647226151628,COMMERCIAL BUILDING,True,True,D-15,W-40
CR-2023-001389,2024-08-26 13:04:15,BATTERY,SIMPLE BATTERY,41.879488244402516,-87.71827005267446,PARK,True,False,D-11,W-25
CR-2023-002820,2025-10-27 21:48:10,BURGLARY,COMMERCIAL,41.798560155299896,-87.64298865713224,PARKING LOT,False,True,D-07,W-37
CR-2025-001769,2025-07-10 15:49:29,BATTERY,AGGRAVATED BATTERY,41.879717471864915,-87.7297864814588,PARKING LOT,True,False,D-06,W-30
CR-2025-003680,2025-11-11 14:07:36,THEFT,RETAIL THEFT,41.866704904733716,-87.61984530479451,SIDEWALK,False,False,D-03,W-05
CR-2024-004597,2023-03-26 01:58:49,NARCOTICS,POSSESSION OF COCAINE,41.862973504692036,-87.65274623432506,COMMERCIAL BUILDING,True,False,D-09,W-45
CR-2025-004844,2023-11-28 20:30:45,BURGLARY,FORCIBLE ENTRY,41.877827986347384,-87.62540073356493,PARKING LOT,False,False,D-03,W-23
CR-2024-002854,2024-07-17 20:57:46,THEFT,PETTY THEFT,41.866498162339504,-87.60131897527967,ALLEY,False,False,D-07,W-21
CR-2024-002215,2023-06-25 22:40:40,ASSAULT,SIMPLE ASSAULT,41.85138262378302,-87.66325702028686,ALLEY,True,True,D-12,W-17
CR-2023-002745,2023-11-24 21:58:59,ROBBERY,ARMED ROBBERY,41.94017950126994,-87.63486754031854,STREET,False,False,D-04,W-43
CR-2024-001735,2025-08-23 09:14:14,NARCOTICS,SALE/MANUFACTURE,41.94657200884982,-87.6569175699573,PARK,True,False,D-03,W-42
CR-2024-003943,2023-10-20 20:52:15,BATTERY,AGGRAVATED BATTERY,41.80816654073294,-87.67038061780474,PARK,True,True,D-03,W-42
CR-2025-004292,2025-11-07 02:44:42,NARCOTICS,SALE/MANUFACTURE,41.87411119888707,-87.62144687916448,PARK,True,False,D-03,W-42
CR-2023-002181,2025-04-06 15:52:07,NARCOTICS,SALE/MANUFACTURE,41.78581501913778,-87.59911298372937,SIDEWALK,True,False,D-02,W-18
CR-2024-005995,2025-11-28 14:50:09,THEFT,PETTY THEFT,41.93794958141181,-87.68432207972933,APARTMENT,False,False,D-06,W-20
CR-2025-002777,2025-08-02 20:07:43,BATTERY,DOMESTIC BATTERY,41.777310661520346,-87.66527319727778,STREET,True,False,D-01,W-10
CR-2023-003852,2024-11-27 23:14:06,ROBBERY,ARMED ROBBERY,41.86667359443977,-87.63429544084997,PARK,False,False,D-01,W-11
CR-2025-002225,2023-05-07 20:24:09,BATTERY,SIMPLE BATTERY,41.87067551779448,-87.63726358747464,ALLEY,True,True,D-09,W-30
CR-2025-005498,2025-11-28 06:18:02,BATTERY,DOMESTIC BATTERY,41.954905033517086,-87.63171473682841,ALLEY,True,True,D-01,W-16
CR-2024-005353,2025-06-29 02:42:05,ASSAULT,SIMPLE ASSAULT,41.87858397216157,-87.6432074983096,COMMERCIAL BUILDING,False,True,D-03,W-31
CR-2023-002502,2025-02-28 15:05:17,BATTERY,,41.96305658163644,-87.68078464238154,STREET,True,False,D-15,W-11
CR-2025-005357,2025-08-05 05:04:08,PETTY THEFT,SIMPLE BATTERY,41.94349655156297,-87.68566831397656,COMMERCIAL BUILDING,False,False,D-03,W-32
CR-2025-000587,2024-01-19 08:42:33,MOTOR VEHICLE THEFT,TRUCK,41.866790531167005,-87.634010126153,ALLEY,False,False,D-07,W-33
CR-2025-004919,2025-12-05 15:47:08,ASSAULT,SIMPLE ASSAULT,41.863117686959995,-87.64813546922481,SIDEWALK,False,False,D-14,W-50
CR-2025-005120,2025-09-27 14:47:03,BATTERY,DOMESTIC BATTERY,41.90338552631053,-87.6394936348622,STREET,True,False,D-10,W-46
CR-2024-004267,2025-07-25 13:36:35,CRIMINAL DAMAGE,GRAFFITI,41.973726605359126,-87.64110134503706,APARTMENT,False,False,D-04,W-01
CR-2024-001588,2024-02-02 19:17:12,THEFT,,41.85419786656892,-87.73592523864394,SIDEWALK,False,False,D-10,W-15
CR-2024-002005,2025-02-22 10:31:04,ROBBERY,STRONGARM ROBBERY,41.94885261705354,-87.68341126107713,ALLEY,False,False,D-01,W-36
CR-2023-005301,2025-03-18 22:46:47,BURGLARY,COMMERCIAL,41.93128514840097,-87.67901843198374,STREET,False,False,D-04,W-31
CR-2025-005324,2024-11-23 15:51:45,NARCOTICS,POSSESSION OF HEROIN,41.94114288745253,-87.68584922712238,STREET,True,False,D-14,W-50
CR-2025-003194,2025-12-10 03:43:57,THEFT,,41.9652502779291,-87.64020082467715,COMMERCIAL BUILDING,False,,D-15,W-37
CR-2025-005156,2025-09-06 02:42:55,NARCOTICS,SALE/MANUFACTURE,41.764729667054944,-87.60872715568462,PARKING LOT,True,False,D-05,W-22
CR-2023-003552,2025-04-18 19:48:25,BURGLARY,COMMERCIAL,41.88759837965173,-87.63561444748996,APARTMENT,False,False,D-08,W-37
CR-2023-004797,2025-06-13 16:07:18,NARCOTICS,SALE/MANUFACTURE,41.78147794814293,-87.64028613475813,APARTMENT,False,False,D-13,W-02
CR-2025-004691,2025-02-05 10:37:06,THEFT,PETTY THEFT,41.74742337721379,-87.65413287814994,RESIDENCE,False,False,D-07,W-39
CR-2023-001020,2023-07-20 01:46:49,THEFT,RETAIL THEFT,41.76153217172278,-87.63923206095284,COMMERCIAL BUILDING,False,True,D-14,W-18
CR-2024-004348,2025-09-19 23:17:28,BATTERY,DOMESTIC BATTERY,41.83754060404741,-87.66400178086005,COMMERCIAL BUILDING,False,False,D-02,W-19
CR-2024-000496,2023-05-13 20:58:45,NARCOTICS,SALE/MANUFACTURE,41.94345645234959,-87.66893968495995,COMMERCIAL BUILDING,False,False,D-02,W-19
CR-2024-001999,2025-12-19 07:09:59,BURGLARY,RESIDENTIAL,41.90275067233707,-87.62439028162846,APARTMENT,False,False,D-03,W-31
CR-2024-000181,2023-08-02 15:47:04,CRIMINAL DAMAGE,TO PROPERTY,41.87864231732778,-87.71966918900222,RESIDENCE,False,False,D-14,W-46
CR-2025-005213,2025-08-23 20:00:14,BATTERY,SIMPLE BATTERY,41.877496928981955,-87.63732987940273,APARTMENT,True,True,D-09,W-03
CR-2025-000875,2025-12-23 11:19:47,BURGLARY,COMMERCIAL,41.837551515605014,-87.61963187020704,SIDEWALK,False,False,D-14,W-09
CR-2023-004095,2023-04-25 08:35:34,THEFT,PETTY THEFT,41.88716077467383,-87.63595044117308,APARTMENT,True,False,D-01,W-01
CR-2025-004202,2024-02-27 05:57:39,BATTERY,SIMPLE BATTERY,41.898385438188896,-87.66527283059187,APARTMENT,True,True,D-10,W-42
CR-2023-001272,2024-11-03 00:28:49,THEFT,PETTY THEFT,41.99693432972691,-87.64664080349279,RESIDENCE,False,False,D-08,W-04
CR-2023-002550,2025-07-19 20:58:29,ASSAULT,SIMPLE ASSAULT,41.89353153487136,-87.62227472432247,ALLEY,True,False,D-13,W-39
CR-2024-002014,2024-08-22 01:37:12,NARCOTICS,POSSESSION OF COCAINE,41.90207807168145,-87.61776807312073,PARK,True,False,D-03,W-28
CR-2024-003487,2025-06-06 15:36:33,NARCOTICS,POSSESSION OF COCAINE,41.97538358097778,-87.65481136319643,PARKING LOT,True,False,D-03,W-02
CR-2023-000747,2025-03-03 23:50:23,BURGLARY,COMMERCIAL,41.90123164928852,-87.59970860667761,APARTMENT,False,False,D-12,W-09
CR-2023-001581,2024-05-07 21:57:42,BURGLARY,FORCIBLE ENTRY,41.93921819379562,-87.66919200738326,RESIDENCE,False,False,D-08,W-33
CR-2023-001050,2024-01-17 02:47:37,NARCOTICS,POSSESSION OF COCAINE,41.88374614289147,-87.64333077331537,STREET,True,False,D-07,W-43
CR-2024-000328,2025-12-22 13:59:51,MOTOR VEHICLE THEFT,TRUCK,41.779248232297824,-87.62960312717776,STREET,True,False,D-06,W-28
CR-2023-003921,2024-01-29 10:58:21,THEFT,RETAIL THEFT,41.89244657464805,-87.7340151038643,APARTMENT,False,False,D-01,W-44
CR-2023-004305,2025-03-28 05:07:07,THEFT,RETAIL THEFT,41.767424208170524,-87.61445691587575,PARK,False,False,D-10,W-03
CR-2025-004625,2025-03-03 03:23:55,BURGLARY,COMMERCIAL,41.86600220251316,-87.60464199235051,STREET,False,False,D-08,W-22
CR-2024-003820,2024-10-20 22:40:46,CRIMINAL DAMAGE,TO PROPERTY,41.847074364268536,-87.62845907081604,APARTMENT,False,False,D-13,W-26
CR-2023-005886,2024-01-13 00:24:28,BATTERY,AGGRAVATED BATTERY,41.959981231453895,-87.64595818112012,STREET,True,False,D-07,W-42
CR-2024-001417,2025-12-30 02:24:18,MOTOR VEHICLE THEFT,MOTORCYCLE,41.87444924030938,-87.63429757294412,APARTMENT,False,False,D-02,W-40
CR-2023-000564,2025-06-14 20:39:59,BATTERY,SIMPLE BATTERY,41.777296541335176,-87.62078093974242,ALLEY,True,True,D-15,W-27
CR-2023-003870,2024-08-09 23:08:24,THEFT,FROM BUILDING,41.888741164708804,-87.63190830228254,PARKING LOT,False,False,D-09,W-22
CR-2024-004195,2024-07-14 08:03:00,BATTERY,SIMPLE BATTERY,41.78879785552395,-87.63192930012437,PARKING LOT,True,False,D-10,W-31
CR-2025-003713,2025-11-02 17:34:23,ROBBERY,STRONGARM ROBBERY,41.941869282949305,-87.67871849787615,PARK,False,False,D-08,W-24
CR-2023-004809,2024-02-25 18:38:07,BURGLARY,FORCIBLE ENTRY,41.96894120853746,-87.66825744579293,STREET,True,False,D-10,W-06
CR-2025-004835,2025-07-02 10:34:44,ASSAULT,AGGRAVATED ASSAULT,41.88090660650188,-87.62397363079484,SIDEWALK,False,False,D-10,W-13
CR-2023-004872,2025-01-16 21:20:42,ROBBERY,STRONGARM ROBBERY,41.95984942823559,-87.64228068642441,PARK,False,False,D-10,W-28
CR-2023-005475,2025-11-27 00:53:30,ASSAULT,SIMPLE ASSAULT,41.86770564493204,-87.61440868838561,APARTMENT,False,False,D-06,W-47
CR-2023-003450,2024-11-02 04:01:56,BURGLARY,RESIDENTIAL,41.96733615133024,-87.65419994127933,PARKING LOT,True,False,D-10,W-46
CR-2024-003823,2023-10-10 14:46:59,ASSAULT,SIMPLE ASSAULT,41.73207485422674,-87.57788796107,ALLEY,False,False,D-15,W-42
CR-2023-005295,2025-12-21 10:32:24,ASSAULT,SIMPLE ASSAULT,41.87557169555298,-87.73357675986495,RESIDENCE,False,False,D-11,W-34
CR-2024-001645,2023-05-30 10:09:03,ROBBERY,STRONGARM ROBBERY,41.97677062690296,-87.7050561731307,PARKING LOT,False,False,D-08,W-30
CR-2024-002116,2023-06-10 13:15:00,BATTERY,SIMPLE BATTERY,41.936182847203895,-87.64521033487233,COMMERCIAL BUILDING,True,False,D-01,W-08
CR-2024-004045,2025-05-08 17:17:52,MOTOR VEHICLE THEFT,AUTOMOBILE,41.86234343556866,-87.61710822296057,APARTMENT,False,False,D-01,W-02
CR-2025-003125,2024-01-26 02:37:48,ASSAULT,AGGRAVATED ASSAULT,41.76465752592686,-87.63794569833604,SIDEWALK,True,False,D-12,W-16
CR-2024-005692,2024-10-16 11:34:05,THEFT,RETAIL THEFT,41.944336629420306,-87.65851306572732,COMMERCIAL BUILDING,True,False,D-02,W-25
CR-2024-005194,2025-11-12 00:56:50,BURGLARY,COMMERCIAL,41.905273336597915,-87.62111385548687,ALLEY,True,False,D-09,W-01
CR-2025-001598,2025-04-01 01:57:43,CRIMINAL DAMAGE,GRAFFITI,41.79671780072153,-87.67607875520147,COMMERCIAL BUILDING,False,False,D-13,W-37
CR-2025-004775,2023-11-25 06:39:25,BATTERY,DOMESTIC BATTERY,41.88351133631996,-87.62871567479313,COMMERCIAL BUILDING,False,True,D-07,W-23
CR-2023-003093,2024-10-11 20:36:05,NARCOTICS,POSSESSION OF COCAINE,41.88435202361725,-87.61229318817995,SIDEWALK,True,False,D-11,W-28
CR-2025-002258,2023-07-19 15:46:14,CRIMINAL DAMAGE,TO PROPERTY,41.87183854427016,-87.62463919117656,SIDEWALK,False,False,D-05,W-18
CR-2023-000645,2024-10-15 21:44:25,ASSAULT,AGGRAVATED ASSAULT,41.78861446511328,-87.56667501206418,PARK,False,False,D-01,W-19
CR-2023-004473,2025-05-18 07:32:22,ROBBERY,ARMED ROBBERY,41.773923436156004,-87.62437932415946,COMMERCIAL BUILDING,False,False,D-09,W-29
CR-2024-004117,2024-01-16 04:13:50,BURGLARY,COMMERCIAL,41.80530253129175,-87.6092927085841,ALLEY,False,False,D-09,W-21
CR-2025-005426,2025-07-04 18:01:00,CRIMINAL DAMAGE,TO VEHICLE,41.87502939149717,-87.63559742335484,PARK,False,False,D-12,W-49
CR-2025-004085,2025-03-13 00:18:09,NARCOTICS,POSSESSION OF HEROIN,41.869948693553354,-87.61084216091356,PARK,True,False,D-09,W-43
CR-2023-000888,2024-07-10 18:25:42,ROBBERY,ARMED ROBBERY,41.86892346363643,-87.63035555195573,APARTMENT,False,False,D-14,W-22
CR-2024-003946,2024-12-22 04:54:48,BATTERY,SIMPLE BATTERY,41.749045333714704,-87.65431611103608,SIDEWALK,True,True,D-13,W-25
CR-2024-002770,2025-09-27 10:41:00,THEFT,RETAIL THEFT,41.82112972334129,-87.58725193046489,PARKING LOT,False,False,D-02,W-40
CR-2024-000103,2024-04-11 23:30:10,NARCOTICS,POSSESSION OF HEROIN,41.791775881680216,-87.6161553512272,APARTMENT,True,False,D-02,W-13
CR-2025-001376,2023-11-05 09:30:05,ASSAULT,,41.76725486077205,-190.0,COMMERCIAL BUILDING,False,False,D-09,W-15
CR-2023-000873,2024-10-07 14:53:06,BATTERY,DOMESTIC BATTERY,41.89272796444674,-87.62228358745091,PARK,True,,D-13,W-22
CR-2025-004049,2025-09-17 20:31:57,OTHER OFFENSE,DUPLICATE ID TEST RECORD,41.95711092637985,-87.65197029454845,ALLEY,True,True,D-12,W-29
CR-2023-003588,2025-09-19 11:09:50,ASSAULT,AGGRAVATED ASSAULT,41.972141553574836,-87.67459579475259,STREET,True,False,D-09,W-37
CR-2023-002412,2023-06-02 00:36:28,BURGLARY,COMMERCIAL,41.87947233200181,-87.72255767552868,RESIDENCE,False,False,D-07,W-41
CR-2024-000187,2025-09-02 09:57:54,THEFT,GRAND THEFT,41.91039773686268,-87.64131021344332,PARK,False,False,D-04,W-13
CR-2024-003514,2023-12-25 23:52:02,ROBBERY,STRONGARM ROBBERY,,,APARTMENT,False,False,D-13,W-49
CR-2025-004694,2024-06-03 08:28:19,ROBBERY,STRONGARM ROBBERY,41.968943020717866,-87.63913280900668,COMMERCIAL BUILDING,False,False,D-14,W-15
CR-2023-005727,2024-10-27 10:49:34,THEFT,RETAIL THEFT,41.91471883767898,-87.62065735155682,COMMERCIAL BUILDING,False,False,D-02,W-29
CR-2024-001585,2024-05-17 09:22:45,ROBBERY,STRONGARM ROBBERY,41.86357657090746,-87.71595156854967,APARTMENT,False,False,D-12,W-50
CR-2023-003687,2024-07-17 15:05:09,NARCOTICS,SALE/MANUFACTURE,41.88515724494194,-87.60021483281378,PARKING LOT,False,False,D-12,W-11
CR-2024-002815,2025-09-29 14:23:10,BATTERY,SIMPLE BATTERY,41.93359019787336,-87.63800351123018,APARTMENT,False,False,D-06,W-44
CR-2024-000403,2024-10-11 22:09:16,BATTERY,AGGRAVATED BATTERY,41.88143200657451,-87.63698122932496,RESIDENCE,True,False,D-05,W-48
CR-2023-000279,2023-11-13 03:22:09,ASSAULT,AGGRAVATED ASSAULT,41.884016782135674,-87.6361147672123,APARTMENT,False,False,D-02,W-37
CR-2025-000485,2023-11-27 00:05:41,NARCOTICS,POSSESSION OF COCAINE,41.78210261037277,-87.64602629143688,ALLEY,True,False,D-07,W-11
CR-2024-004909,2025-07-04 07:49:48,BATTERY,DOMESTIC BATTERY,41.92661314724576,-87.63313110796554,PARKING LOT,False,False,D-06,W-16
CR-2023-002370,2023-12-11 22:41:25,OTHER OFFENSE,DUPLICATE ID TEST RECORD,41.88588306770661,-87.6223629246846,PARKING LOT,False,False,D-15,W-40
CR-2025-003326,2025-06-28 05:55:10,CRIMINAL DAMAGE,GRAFFITI,41.86685876019565,-87.62473350851418,RESIDENCE,False,False,D-05,W-40
CR-2024-000253,2025-02-16 18:23:39,BURGLARY,RESIDENTIAL,41.93655212151522,-87.67257981539359,APARTMENT,False,False,D-06,W-24
CR-2023-001401,2023-09-19 17:04:01,BURGLARY,RESIDENTIAL,41.955396000491355,-87.67538109193684,PARKING LOT,False,False,D-06,W-49
CR-2025-002741,2025-08-27 21:03:09,NARCOTICS,SALE/MANUFACTURE,41.780969322594636,-87.62808042917065,PARKING LOT,True,False,D-12,W-03
CR-2023-000273,2024-06-08 01:38:45,BATTERY,SIMPLE BATTERY,41.890987298289254,-87.73055481694877,APARTMENT,True,False,D-14,W-06
CR-2025-003638,2024-11-16 01:59:35,BATTERY,AGGRAVATED BATTERY,41.75253238862585,-87.63068075767991,PARKING LOT,False,False,D-15,W-35
CR-2025-001949,2025-04-24 10:57:07,ASSAULT,SIMPLE ASSAULT,41.88454011234203,-87.62410540527421,SIDEWALK,False,True,D-10,W-33
CR-2024-000334,2024-08-16 20:35:02,NARCOTICS,SALE/MANUFACTURE,41.838335452874105,-87.61342739722117,COMMERCIAL BUILDING,False,False,D-06,W-32
CR-2024-001459,2025-12-29 20:50:51,BATTERY,SIMPLE BATTERY,41.8823652157117,-87.70357430792647,COMMERCIAL BUILDING,True,,D-14,W-49
CR-2024-004483,2024-11-20 19:35:15,CRIMINAL DAMAGE,TO VEHICLE,41.941133759832226,-87.6493685464661,COMMERCIAL BUILDING,False,False,D-05,W-21
CR-2024-000589,2024-05-24 03:03:57,THEFT,FROM BUILDING,41.86327113339274,-87.64635383975823,ALLEY,False,False,D-12,W-46
CR-2025-003230,2023-06-16 17:23:08,MOTOR VEHICLE THEFT,MOTORCYCLE,41.87238854894208,-87.64884197899019,STREET,False,False,D-04,W-07
CR-2023-000939,2024-10-23 01:25:18,THEFT,PETTY THEFT,41.91473123615558,-87.67141740132992,SIDEWALK,False,False,D-04,W-44
CR-2023-002979,2023-09-17 08:05:29,BURGLARY,FORCIBLE ENTRY,41.9394869939394,-87.61422362619827,RESIDENCE,False,False,D-10,W-45
CR-2023-003540,2025-05-27 23:13:03,THEFT,PETTY THEFT,41.95525852754643,-87.63043061743308,PARKING LOT,False,False,D-14,W-31
CR-2023-003507,2023-01-21 15:33:51,CRIMINAL DAMAGE,GRAFFITI,41.87346400644893,-87.62372764886788,PARK,True,False,D-12,W-17
CR-2024-004243,2025-08-23 02:28:51,BURGLARY,FORCIBLE ENTRY,41.88435642986635,-87.64456950530527,COMMERCIAL BUILDING,False,False,D-09,W-37
CR-2024-000640,2025-05-23 23:08:53,MOTOR VEHICLE THEFT,TRUCK,41.883003736286085,-87.72964445705485,ALLEY,False,False,D-05,W-06
CR-2023-002838,2024-01-26 10:49:35,MOTOR VEHICLE THEFT,TRUCK,41.95199244545264,-87.62839704759095,PARKING LOT,False,False,D-10,W-46
CR-2025-005792,2025-08-13 18:45:36,THEFT,FROM BUILDING,41.890597179491735,-87.7074012880267,ALLEY,False,False,D-02,W-29
CR-2024-004609,2023-08-19 11:00:49,CRIMINAL DAMAGE,TO VEHICLE,41.86439711589828,-87.73434207666249,PARK,False,False,D-09,W-48
